"ticker","cik","company","catalyst_type","catalyst_date","date_precision","drug","indication","source","source_url","snippet","confidence","redistribute","retrieved_at","conference","pres_type","date_basis","sources","urls","category","market_cap","price","wk52_high","wk52_low","wk52_pos","avg_volume","cash","cash_runway_months","runway_label","runway_source","runway_end","runway_guidance_url","dilution_risk","change_status","change_type","change_detail","last_checked","data_flags","formerly","outcome","outcome_date","outcome_source","qa_flag"
"VRDN","0001590750","Viridian Therapeutics, Inc.\DE","PDUFA","2026-06-30","day","veligrotug","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1590750/000119312526205010/d149508dex991.htm","EX-99.1 2 d149508dex991.htm EX-99.1 EX-99.1 Exhibit 99.1 Viridian Therapeutics Reports First Quarter 2026 Financial Results and Highlights Recent Progress - PDUFA target action date of June 30, 2026 for veligrotug in thyroid eye disease (TED); organization is launch-ready - - Marketing Authorization Application (MAA) for veligrotug in TED submitted to the European Medicines Agency (EMA) in January 2026 and accepted for review in Febru","0.9","True","2026-07-24T11:28:12Z","","","","fmp_news;sec_edgar","https://seekingalpha.com/article/4917576-viridian-therapeutics-two-step-ted-franchise-with-more-leverage-than-market-appreciates;https://www.sec.gov/Archives/edgar/data/1590750/000119312526205010/d149508dex991.htm","drug","1985219492","19.26","34.29","13.18","28.8","1346629.0","762181000","30.1","into 2H 2027","company-guided","2027-12-15","https://www.sec.gov/Archives/edgar/data/1590750/000119312525173983/d20477dex991.htm","","","resolved","FDA-confirmed approval 2026-06-26 (BLA761530); PDUFA was 2026-06-30","2026-07-24T12:34:14Z","mcap corrected: FMP 90M -> SEC 103M sh (2026-05-01)","","Approved","2026-06-26","https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761530",""
"BBIO","0001743881","BridgeBio Pharma, Inc.","PDUFA","2027-05-08","day","Encaleret","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1743881/000114036126029291/ef20078442_ex99-1.htm","EX-99.1 5 ef20078442_ex99-1.htm EXHIBIT 99.1 Exhibit 99.1 BridgeBio Announces FDA Acceptance of NDA for Encaleret for ADH1 - PDUFA target action date of May 8, 2027 - If approved, encaleret will be the first and only approved therapy specifically indicated for individuals living with ADH1, representing a potential blockbuster opportunity for BridgeBio - Encaleret demonstrated consistent efficacy acros","0.9","True","2026-07-24T11:28:26Z","","","","fmp_news;fmp_press;sec_edgar","https://www.globenewswire.com/news-release/2026/07/22/3331254/0/en/BridgeBio-Announces-FDA-Acceptance-of-NDA-for-Encaleret-for-ADH1.html;https://www.sec.gov/Archives/edgar/data/1743881/000114036126029291/ef20078442_ex99-1.htm","drug","16242772799","82.93","93.415","42.09","79.6","1530868.0","940186000","25.4","~12+ months (company-stated, non-specific)","company-guided","","https://www.sec.gov/Archives/edgar/data/1743881/000174388126000019/bbio-20260331.htm","","moved","date_slip","2026-11-27 -> 2027-05-08","2026-07-24T12:34:14Z","","","","","",""
"MNKD","0000899460","MANNKIND CORP","PDUFA","2026-07-26","day","Afrezza","","sec_edgar","https://www.sec.gov/Archives/edgar/data/899460/000119312526208910/mnkd-ex99_1.htm","s Update and Upcoming Milestones Commercial Products Furoscix Furoscix (furosemide injection) generated $15.5 million in net sales for the first quarter of 2026; doses dispensed increased by 64% over Q1 2025 Furoscix ReadyFlow Autoinjector PDUFA target action date of July 26, 2026; if approved, it would be the first product to deliver an IV-equivalent diuretic dose in under 10 seconds Afrezza Afrezza (insulin human) Inhalation Powder generated $15.3 million in net sales FDA approved an updated Afrezza label providin","0.9","True","2026-07-24T11:28:42Z","","","","curated_pharma;sec_edgar","https://www.globenewswire.com/news-release/2025/12/01/3196982/29517/en/MannKind-Announces-U-S-FDA-Accepts-for-Review-its-Supplemental-New-Drug-Application-sNDA-of-FUROSCIX-ReadyFlow-Autoinjector-for-the-Treatment-of-Edema-in-Adults-with-Chronic-Heart-Failure-or-Chronic-Kidney-Disease.html;https://www.sec.gov/Archives/edgar/data/899460/000119312526208910/mnkd-ex99_1.htm","drug","1201816146","3.89","6.51","2.23","38.8","2935888.0","133860999","","","","","","","","resolved","FDA-confirmed approval 2026-05-29 (BLA022472); PDUFA was 2026-07-26","2026-07-24T12:34:14Z","","","Approved","2026-05-29","https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022472",""
"RPRX","0001802768","Royalty Pharma plc","PDUFA","2026-08-25","day","Ziihera","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1802768/000180276826000008/rprx-20260331rpplcpressxre.htm","a supplemental Biologics License Application for Ziihera in combination regimens for the first line treatment of adult patients with HER2-positive metastatic gastroesophageal adenocarcinoma. The FDA has set a Prescription Drug User Fee Act target action date of August 25, 2026. daraxonrasib In April 2026, Revolution Medicines announced positive Phase 3 results from the RASolute 302 trial evaluating daraxonrasib in patients with previously treated metastatic pancreatic cancer. Based on these results, Revolution M","0.9","True","2026-07-24T11:30:17Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1802768/000180276826000008/rprx-20260331rpplcpressxre.htm","drug","25385901895","59.02","59.44","34.081","98.3","2159565.0","608295000","","","","","","","","","","2026-07-24T12:34:14Z","","","","","",""
"PFE","0000078003","PFIZER INC","PDUFA","2026-08-17","day","Padcev","","sec_edgar","https://www.sec.gov/Archives/edgar/data/78003/000007800326000053/pfe-3292026xex99.htm","egimen was FDA-approved in November 2025 for use as perioperative treatment in cisplatin-ineligible patients with MIBC. This filing seeks to expand the indication to patients with MIBC regardless of cisplatin eligibility. The FDA has set a PDUFA target action date of August 17, 2026. Full Release Phase 3 Results February 2026. Pfizer and Astellas announced positive results from the investigational Phase 3 EV-304 clinical trial (also known as KEYNOTE-B15) for Padcev in combination with pembrolizumab in patients with MI","0.9","True","2026-07-24T11:29:45Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/78003/000007800326000053/pfe-3292026xex99.htm","drug","142542994400","25.01","28.75","23.11","33.7","30695631.0","13075000000","","","","","","","","","","2026-07-24T12:34:14Z","","","","","",""
"BBIO","0001743881","BridgeBio Pharma, Inc.","PDUFA","2026-11-27","day","BBP-418","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1743881/000114036126022979/ef20074977_ex99-1.htm","EX-99.1 2 ef20074977_ex99-1.htm EXHIBIT 99.1 Exhibit 99.1 BridgeBio Announces FDA Acceptance and Priority Review of NDA for BBP-418 for LGMD2I/R9 - Accepted for Priority Review with PDUFA target action date of November 27, 2026, and poised to launch upon approval; being granted Priority Review by the FDA reiterates the serious unmet need for treatment options for the LGMD2I/R9 community - If approved, BBP-418 would be the first and only therapy for individuals li","0.9","True","2026-07-24T11:28:27Z","","","","curated_pharma;fmp_news;fmp_press;sec_edgar","https://investor.bridgebio.com/news/news-details/2026/BridgeBio-Announces-FDA-Acceptance-and-Priority-Review-of-NDA-for-BBP-418-for-LGMD2IR9/default.aspx;https://www.globenewswire.com/news-release/2026/05/27/3301817/0/en/BridgeBio-Announces-FDA-Acceptance-and-Priority-Review-of-NDA-for-BBP-418-for-LGMD2I-R9.html;https://www.sec.gov/Archives/edgar/data/1743881/000114036126022979/ef20074977_ex99-1.htm","drug","16242772799","82.93","93.415","42.09","79.6","1530868.0","940186000","25.4","~12+ months (company-stated, non-specific)","company-guided","","https://www.sec.gov/Archives/edgar/data/1743881/000174388126000019/bbio-20260331.htm","","","","","2026-07-24T12:34:14Z","","","","","",""
"AXSM","0001579428","Axsome Therapeutics, Inc.","PDUFA","2027-05-01","day","AXS-12","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1579428/000119312526304039/axsm-ex99_1.htm","EX-99.1 2 axsm-ex99_1.htm EX-99.1 EX-99.1 Exhibit 99.1 Axsome Therapeutics Announces FDA Acceptance of New Drug Application for AXS-12 for the Treatment of Cataplexy in Narcolepsy FDA sets PDUFA target action date of May 1, 2027 NEW YORK, July 15, 2026 (Globe Newswire) Axsome Therapeutics, Inc. (NASDAQ: AXSM), a biopharmaceutical company leading a new era in the treatment of central nervous system (CNS) disorders, today announced that the U.S. Food and Drug Admini","0.9","True","2026-07-24T11:28:22Z","","","","fmp_news;fmp_press;sec_edgar","https://www.globenewswire.com/news-release/2026/07/15/3327580/33090/en/Axsome-Therapeutics-Announces-FDA-Acceptance-of-New-Drug-Application-for-AXS-12-for-the-Treatment-of-Cataplexy-in-Narcolepsy.html;https://www.sec.gov/Archives/edgar/data/1579428/000119312526304039/axsm-ex99_1.htm","drug","12429077282","241.53","260.19","96.09","88.6","500337.0","305106000","51.8","~52 mo (estimated)","estimated","2030-11-14","","","new","new","","2026-07-24T12:34:14Z","","","","","",""
"VTRS","0001792044","Viatris Inc","PDUFA","2026-10-17","day","MR-141","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1792044/000179204426000010/exhibit991-4q25earningsrel.htm","Company announced that the U.S. Food and Drug Administration (FDA) accepted for review the supplemental New Drug Application (sNDA) for MR-141 (phentolamine ophthalmic solution 0.75%) for the treatment of presbyopia. The FDA has assigned a PDUFA goal date of October 17, 2026. Presbyopia is the age-related progressive loss of the ability to focus on close objects that results in blurred near vision and eye strain. The condition affects approximately 90% of adults in the U.S. over 45. In January 2026, the Compan","0.9","True","2026-07-24T11:27:32Z","","","","curated_pharma;sec_edgar","https://newsroom.viatris.com/2026-02-25-FDA-Accepts-Viatris-Supplemental-New-Drug-Application-for-MR-141-Phentolamine-Ophthalmic-Solution-0-75-for-the-Treatment-of-Presbyopia;https://www.sec.gov/Archives/edgar/data/1792044/000179204426000010/exhibit991-4q25earningsrel.htm","drug","20123469861","17.28","17.68","8.63","95.6","7908816.0","1804200000","","","","","","","","","","2026-07-24T12:34:14Z","","","","","",""
"LNTH","0001521036","Lantheus","PDUFA","2026-08-13","day","MK-6240","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1521036/000119312525268103/lnth-ex99_1.htm","or MK-6240, the Company s F 18-labeled tau-targeted PET imaging agent. MK-6240 previously received Fast Track designation from the FDA for its potential to address an unmet medical need in Alzheimer s disease diagnostics. The FDA has set a PDUFA target action date of August 13, 2026. In August, the Company announced the FDA acceptance of its NDA for a new formulation of piflufolastat F 18 PSMA PET imaging agent. In addition to increasing batch size potentially enabling increased patient access, supply resilience, and","0.9","True","2026-07-24T11:28:25Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1521036/000119312525268103/lnth-ex99_1.htm","drug","6753453886","103.73","111.86","47.25","87.4","640900.0","498582000","","","","","","","","","","2026-07-24T12:34:14Z","","","","","","stale_alias"
"RARE","0001515673","Ultragenyx Pharmaceutical Inc.","PDUFA","2026-09-19","day","UX111","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1515673/000119312526139084/rare-20260402.htm","itted Biologics License Application seeking accelerated approval for UX111 (rebisufligene etisparvovec) AAV9 gene therapy as a treatment for patients with Sanfilippo syndrome Type A (MPS IIIA). The FDA set a Prescription Drug User Fee Act (PDUFA) action date of September 19, 2026. Cautionary Note Regarding Forward-Looking Statements This Current Report on Form 8 K contains forward looking statements within the meaning of the Private Securities Litigation Reform Act of 1995. These statements may be identified by the","0.9","True","2026-07-24T11:30:39Z","","","","curated_pharma;sec_edgar","https://ir.ultragenyx.com/news-releases/news-release-details/ultragenyx-announces-us-fda-acceptance-bla-resubmission-ux111;https://www.sec.gov/Archives/edgar/data/1515673/000119312526139084/rare-20260402.htm","drug","2661178184","27.02","39.89","18.29","40.4","1888285.0","413000000","10.0","~10 mo (estimated)","estimated","2027-05-24","","ELEVATED — under 12 months","","","","2026-07-24T12:34:14Z","","","","","",""
"JAZZ","0001232524","Jazz Pharmaceuticals","PDUFA","2026-08-25","day","","1L HER2+ gastroesophageal adenocarcinoma (sBLA)","curated_pharma","https://investor.jazzpharma.com/news-releases/news-release-details/jazz-pharmaceuticals-announces-fda-acceptance-and-priority-0","","0.9","True","2026-07-24T12:11:15Z","","","","curated_pharma;fmp_news;fmp_press","https://investor.jazzpharma.com/news-releases/news-release-details/jazz-pharmaceuticals-announces-fda-acceptance-and-priority-0;https://www.prnewswire.com/news-releases/jazz-pharmaceuticals-announces-fda-acceptance-and-priority-review-of-supplemental-biologics-license-application-for-ziihera-zanidatamab-hrii-combinations-in-first-line-her2-locally-advanced-or-metastatic-gea-302753741.html;https://www.prnewswire.com/news-releases/jazz-pharmaceuticals-announces-first-quarter-2026-financial-results-302763061.html","drug","16010321712","254.87","255.2","105.0","99.8","527842.0","2874300000","","","","","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"MRK","0000310158","Merck","PDUFA","2026-10-10","day","","Extensive-stage small cell lung cancer","curated_pharma","https://www.merck.com/news/ifinatamab-deruxtecan-granted-priority-review-in-the-u-s-for-adult-patients-with-previously-treated-extensive-stage-small-cell-lung-cancer-who-experienced-disease-progression-on-or-after-platinum-bas/","","0.9","True","2026-07-24T12:11:15Z","","","","curated_pharma","https://www.merck.com/news/ifinatamab-deruxtecan-granted-priority-review-in-the-u-s-for-adult-patients-with-previously-treated-extensive-stage-small-cell-lung-cancer-who-experienced-disease-progression-on-or-after-platinum-bas/","drug","322212717200","130.46","131.74","76.66","97.7","5980266.0","5702000000","","","","","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug|stale_alias"
"MRK","0000310158","Merck","PDUFA","2026-08-17","day","","Perioperative muscle-invasive bladder cancer (sBLA)","curated_pharma","https://newsroom.astellas.com/2026-04-21-us-fda-grants-priority-review-to-sbla-for-padcev-tm-keytruda-r-as-perioperative-treatment-for-muscle-invasive-bladder-cancer-regardless-of-cisplatin-eligibility","","0.9","True","2026-07-24T12:11:15Z","","","","curated_pharma","https://newsroom.astellas.com/2026-04-21-us-fda-grants-priority-review-to-sbla-for-padcev-tm-keytruda-r-as-perioperative-treatment-for-muscle-invasive-bladder-cancer-regardless-of-cisplatin-eligibility","drug","322212717200","130.46","131.74","76.66","97.7","5980266.0","5702000000","","","","","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
